id,u_id,date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Emotion
1418,5,2019-07-05 00:00:00,90,72,90,70,95,74,14,85,96,22,6
1419,5,2019-07-05 00:00:00,33,31,40,47,62,63,9,59,19,40,1
1420,9,2019-07-05 00:00:00,42,2,18,89,97,21,20,83,65,9,2
1421,5,2019-07-05 00:00:00,7,83,31,17,92,68,31,5,24,70,5
1422,3,2019-07-05 00:00:00,65,11,51,96,97,7,99,97,65,41,6
1423,4,2019-07-05 00:00:00,41,96,25,47,66,66,51,35,85,18,4
1424,2,2019-07-05 00:00:00,58,28,89,40,32,54,93,89,91,48,6
1425,1,2019-07-05 00:00:00,57,42,23,99,40,12,9,56,98,39,0
1426,9,2019-07-05 00:00:00,20,26,14,85,80,13,73,87,20,46,2
1427,3,2019-07-05 00:00:00,30,28,54,27,46,94,97,98,90,3,4
1428,2,2019-07-05 00:00:00,96,33,26,75,28,27,33,65,93,30,4
1429,6,2019-07-05 00:00:00,83,88,37,86,34,39,41,80,70,96,4
1430,1,2019-07-05 00:00:00,77,34,32,76,62,40,40,99,79,37,0
1431,7,2019-07-05 00:00:00,68,47,51,36,35,42,68,64,42,1,3
1432,7,2019-07-05 00:00:00,29,84,65,24,90,92,81,48,60,93,5
1433,3,2019-07-05 00:00:00,79,29,75,3,61,62,80,8,84,73,2
1434,3,2019-07-05 00:00:00,56,34,81,70,12,37,33,25,44,36,6
1435,9,2019-07-05 00:00:00,8,37,93,92,95,86,67,6,35,43,6
1436,8,2019-07-05 00:00:00,11,78,39,27,32,72,72,50,59,65,6
1437,4,2019-07-05 00:00:00,35,32,44,31,34,25,62,40,60,22,6
1438,1,2019-07-05 00:00:00,46,88,2,21,97,84,54,43,26,23,0
1439,7,2019-07-05 00:00:00,41,38,65,77,2,22,46,19,73,69,4
1440,5,2019-07-05 00:00:00,73,41,60,40,9,43,77,40,15,59,5
1441,5,2019-07-05 00:00:00,73,35,80,55,44,75,54,82,15,100,0
1442,8,2019-07-05 00:00:00,53,83,3,36,13,18,78,19,79,96,2
1443,3,2019-07-05 00:00:00,82,78,8,65,86,52,66,7,48,75,1
1444,1,2019-07-05 00:00:00,32,47,29,59,67,96,38,60,79,29,2
1445,10,2019-07-05 00:00:00,57,36,57,69,1,47,61,3,85,35,6
1446,5,2019-07-05 00:00:00,12,12,38,25,66,67,46,22,74,94,2
1447,3,2019-07-05 00:00:00,83,80,26,77,41,48,49,23,28,52,4
1448,4,2019-07-05 00:00:00,10,67,7,25,93,100,56,64,71,32,2
1449,4,2019-07-05 00:00:00,8,22,100,41,95,18,48,27,94,11,1
1450,5,2019-07-05 00:00:00,70,24,21,3,76,2,21,75,30,51,2
1451,3,2019-07-05 00:00:00,69,8,28,89,91,89,53,93,50,34,3
1452,7,2019-07-05 00:00:00,21,18,89,20,90,63,88,11,48,32,0
1453,1,2019-07-05 00:00:00,18,71,78,87,21,99,35,55,99,17,5
1454,7,2019-07-05 00:00:00,74,46,27,77,90,29,7,3,17,94,3
1455,1,2019-07-05 00:00:00,28,72,38,48,50,87,6,95,47,49,0
1456,5,2019-07-05 00:00:00,26,87,43,34,76,16,52,47,93,63,6
1457,8,2019-07-05 00:00:00,2,94,60,48,67,50,10,80,53,68,3
1458,2,2019-07-05 00:00:00,98,9,35,93,94,62,35,78,58,95,3
1459,6,2019-07-05 00:00:00,8,75,33,73,38,99,54,82,69,48,3
1460,4,2019-07-05 00:00:00,23,61,43,64,14,4,57,71,83,46,3
1461,6,2019-07-05 00:00:00,90,69,3,20,90,82,16,12,1,2,0
1462,5,2019-07-05 00:00:00,43,26,10,4,33,11,60,63,48,50,3
1463,2,2019-07-05 00:00:00,52,19,8,33,45,96,49,88,69,13,5
1464,9,2019-07-05 00:00:00,25,87,27,55,51,50,96,48,8,1,5
1465,9,2019-07-05 00:00:00,20,89,92,56,7,20,85,55,86,51,5
1466,9,2019-07-05 00:00:00,94,80,100,88,73,91,36,18,48,85,6
1467,6,2019-07-05 00:00:00,2,30,14,18,26,60,76,23,87,2,0
1468,8,2019-07-05 00:00:00,8,10,95,78,83,74,67,9,68,83,3
1469,4,2019-07-05 00:00:00,9,63,14,6,11,52,17,22,27,6,0
1470,5,2019-07-05 00:00:00,29,1,69,20,46,18,98,66,81,53,1
1471,2,2019-07-05 00:00:00,11,92,75,30,33,40,93,66,20,77,4
1472,2,2019-07-05 00:00:00,87,37,68,59,25,56,8,74,7,99,3
1473,8,2019-07-05 00:00:00,38,95,39,39,41,78,92,16,83,31,3
1474,5,2019-07-05 00:00:00,63,15,43,40,91,95,27,100,34,35,4
1475,10,2019-07-05 00:00:00,47,96,22,64,74,66,53,48,69,13,0
1476,1,2019-07-05 00:00:00,5,12,88,10,49,89,8,54,41,1,6
1477,8,2019-07-05 00:00:00,90,50,30,12,43,7,31,13,75,57,2
1478,6,2019-07-05 00:00:00,96,20,48,45,18,87,76,25,68,69,4
1479,9,2019-07-05 00:00:00,87,19,2,10,80,3,67,12,29,6,0
1480,6,2019-07-05 00:00:00,27,31,82,98,6,99,60,25,6,71,5
1481,10,2019-07-05 00:00:00,74,26,80,1,55,52,83,17,60,49,2
1482,7,2019-07-05 00:00:00,24,45,12,52,98,33,41,65,97,2,3
1483,9,2019-07-05 00:00:00,33,29,77,20,27,98,14,82,52,88,6
1484,3,2019-07-05 00:00:00,15,80,40,71,48,79,68,16,67,35,5
1485,4,2019-07-05 00:00:00,16,3,39,3,44,31,22,35,24,20,5
1486,1,2019-07-05 00:00:00,39,81,66,41,6,25,32,23,55,48,3
1487,5,2019-07-05 00:00:00,65,99,70,46,5,49,62,25,91,76,5
1488,1,2019-07-05 00:00:00,65,39,38,48,36,11,95,86,21,80,2
1489,9,2019-07-05 00:00:00,5,74,91,66,56,48,33,63,87,96,1
1490,3,2019-07-05 00:00:00,76,48,80,61,10,55,91,77,64,11,0
1491,2,2019-07-05 00:00:00,33,5,64,50,91,60,4,50,96,34,0
1492,10,2019-07-05 00:00:00,67,96,53,27,24,66,60,55,14,90,4
1493,10,2019-07-05 00:00:00,48,19,48,45,81,29,28,1,24,13,0
1494,4,2019-07-05 00:00:00,33,100,83,27,91,28,71,7,31,38,4
1495,4,2019-07-05 00:00:00,95,17,11,66,16,56,33,96,23,48,1
1496,10,2019-07-05 00:00:00,61,30,46,78,94,64,35,78,19,87,5
1497,8,2019-07-05 00:00:00,14,59,47,87,57,24,30,100,87,39,3
1498,6,2019-07-05 00:00:00,73,88,8,38,54,16,100,61,91,76,1
1499,2,2019-07-05 00:00:00,58,69,41,97,82,22,57,41,6,56,4
1500,1,2019-07-05 00:00:00,35,4,73,11,66,13,71,66,40,83,1
1501,8,2019-07-06 00:00:00,46,6,4,54,68,78,33,60,18,37,5
1502,5,2019-07-06 00:00:00,19,35,60,10,39,35,10,92,83,73,6
1503,8,2019-07-06 00:00:00,47,58,46,2,92,75,42,64,39,62,4
1504,6,2019-07-06 00:00:00,96,59,71,37,54,100,18,83,19,64,0
1505,3,2019-07-06 00:00:00,65,93,58,25,72,41,34,99,23,94,6
1506,5,2019-07-06 00:00:00,72,64,5,16,83,98,8,7,39,78,5
1507,5,2019-07-06 00:00:00,45,13,100,68,29,9,7,89,39,79,2
1508,7,2019-07-06 00:00:00,42,14,17,43,47,69,63,9,46,48,6
1509,4,2019-07-06 00:00:00,27,12,15,56,54,97,24,30,75,56,0
1510,1,2019-07-06 00:00:00,99,79,44,35,83,99,87,42,39,56,5
1511,4,2019-07-06 00:00:00,69,47,59,47,48,75,56,4,99,22,6
1512,7,2019-07-06 00:00:00,62,89,13,63,85,79,68,69,34,92,2
1513,5,2019-07-06 00:00:00,35,78,78,36,13,30,39,32,70,93,1
1514,3,2019-07-06 00:00:00,84,60,20,22,75,64,66,77,1,21,6
1515,9,2019-07-06 00:00:00,36,52,92,70,91,97,98,75,3,26,3
1516,5,2019-07-06 00:00:00,2,61,73,87,28,18,18,35,94,53,1
1517,3,2019-07-06 00:00:00,74,48,83,46,85,83,82,7,25,4,0
1518,1,2019-07-06 00:00:00,36,47,48,1,1,71,76,66,75,6,3
1519,2,2019-07-06 00:00:00,24,53,31,33,18,68,55,10,80,45,3
1520,2,2019-07-06 00:00:00,18,10,31,46,69,34,35,59,75,41,0
1521,9,2019-07-06 00:00:00,97,21,89,36,4,95,77,97,72,95,2
1522,3,2019-07-06 00:00:00,76,46,5,14,42,38,49,20,5,55,1
1523,2,2019-07-06 00:00:00,61,81,13,51,85,30,20,92,56,3,0
1524,8,2019-07-06 00:00:00,41,22,44,10,40,96,55,60,23,45,1
1525,6,2019-07-06 00:00:00,84,40,54,91,70,9,98,86,47,5,5
1526,8,2019-07-06 00:00:00,75,23,82,35,96,37,87,5,95,30,1
1527,4,2019-07-06 00:00:00,95,90,66,58,39,67,57,64,90,22,0
1528,2,2019-07-06 00:00:00,42,38,52,84,56,33,38,100,43,54,2
1529,10,2019-07-06 00:00:00,91,99,46,100,67,18,8,7,13,48,2
1530,8,2019-07-06 00:00:00,29,45,14,38,31,22,38,41,92,86,6
1531,9,2019-07-06 00:00:00,60,61,86,100,24,21,59,95,33,8,2
1532,1,2019-07-06 00:00:00,78,93,50,98,46,88,80,69,75,26,2
1533,4,2019-07-06 00:00:00,80,42,59,1,13,47,95,18,22,6,4
1534,9,2019-07-06 00:00:00,67,27,48,82,25,28,25,94,39,35,6
1535,10,2019-07-06 00:00:00,91,94,10,86,29,87,93,99,11,97,0
1536,10,2019-07-06 00:00:00,21,70,92,81,84,64,16,43,13,3,5
1537,10,2019-07-06 00:00:00,72,55,58,56,8,13,19,8,60,56,5
1538,9,2019-07-06 00:00:00,37,30,27,83,62,38,24,6,85,85,2
1539,2,2019-07-06 00:00:00,10,60,98,45,27,60,15,12,8,98,4
1540,4,2019-07-06 00:00:00,98,50,40,21,63,86,44,98,63,83,5
1541,5,2019-07-06 00:00:00,88,1,78,6,15,62,87,14,50,1,0
1542,7,2019-07-06 00:00:00,84,27,43,94,57,88,5,74,39,85,6
1543,5,2019-07-06 00:00:00,95,78,15,6,87,59,1,97,12,59,0
1544,5,2019-07-06 00:00:00,34,6,2,57,45,67,17,22,71,30,3
1545,7,2019-07-06 00:00:00,78,16,92,78,69,93,12,3,58,29,5
1546,2,2019-07-06 00:00:00,20,2,59,40,23,7,31,44,65,34,2
1547,5,2019-07-06 00:00:00,47,13,87,39,67,64,54,74,73,76,6
1548,1,2019-07-06 00:00:00,8,52,97,49,10,50,31,71,61,15,3
1549,4,2019-07-06 00:00:00,86,55,15,28,65,63,9,71,88,13,6
1550,7,2019-07-06 00:00:00,37,98,98,84,75,36,55,88,71,47,6
1551,7,2019-07-06 00:00:00,70,42,69,62,43,62,35,27,74,30,3
1552,1,2019-07-06 00:00:00,68,32,22,50,9,1,46,1,83,37,2
1553,2,2019-07-06 00:00:00,9,95,48,85,4,78,16,78,30,56,6
1554,10,2019-07-06 00:00:00,78,61,48,42,27,11,36,52,97,77,5
1555,2,2019-07-06 00:00:00,91,27,49,100,4,23,58,12,66,6,6
1556,8,2019-07-06 00:00:00,82,5,58,73,70,95,14,65,92,34,4
1557,8,2019-07-06 00:00:00,63,97,1,4,4,30,97,25,57,92,0
1558,10,2019-07-06 00:00:00,55,73,40,75,84,90,95,54,96,63,2
1559,8,2019-07-06 00:00:00,5,40,52,13,100,88,71,38,6,15,6
1560,10,2019-07-06 00:00:00,26,5,10,6,7,61,23,16,72,69,3
1561,5,2019-07-06 00:00:00,83,19,45,7,54,63,4,5,29,50,6
1562,4,2019-07-06 00:00:00,25,19,30,35,76,53,83,52,83,37,6
1563,6,2019-07-06 00:00:00,50,91,68,28,60,50,87,39,21,45,4
1564,8,2019-07-06 00:00:00,79,34,33,94,36,3,74,62,21,94,3
1565,10,2019-07-06 00:00:00,60,75,76,74,65,87,78,23,19,19,5
1566,8,2019-07-06 00:00:00,31,74,98,88,87,28,48,45,24,14,5
1567,7,2019-07-06 00:00:00,12,85,7,70,23,9,40,19,89,61,4
1568,5,2019-07-06 00:00:00,19,86,41,32,83,93,2,37,11,5,5
1569,5,2019-07-06 00:00:00,77,81,73,48,24,40,8,35,44,5,6
1570,5,2019-07-06 00:00:00,91,89,53,86,30,55,41,75,76,56,0
1571,9,2019-07-06 00:00:00,19,56,98,41,21,4,6,30,52,32,3
1572,7,2019-07-06 00:00:00,90,57,58,23,100,54,26,87,52,67,0
1573,4,2019-07-06 00:00:00,93,32,44,89,31,38,26,29,50,60,6
1574,4,2019-07-06 00:00:00,76,91,68,28,76,17,23,47,40,16,6
1575,8,2019-07-06 00:00:00,35,7,67,49,58,44,88,79,9,46,3
1576,10,2019-07-06 00:00:00,93,26,86,12,67,79,73,99,1,60,4
1577,2,2019-07-06 00:00:00,91,3,82,64,98,38,9,82,20,69,5
1578,4,2019-07-06 00:00:00,97,61,90,49,61,30,78,48,81,1,6
1579,2,2019-07-06 00:00:00,74,35,10,97,52,54,88,66,74,66,2
1580,2,2019-07-06 00:00:00,66,57,8,39,26,78,33,59,32,26,1
1581,5,2019-07-06 00:00:00,85,11,31,43,2,49,74,25,95,23,6
1582,1,2019-07-06 00:00:00,67,9,69,73,55,7,21,84,36,2,3
1583,9,2019-07-06 00:00:00,77,63,49,22,1,67,60,88,88,55,2
1584,3,2019-07-06 00:00:00,19,40,48,35,7,10,19,39,6,81,0
1585,4,2019-07-06 00:00:00,45,86,37,43,43,75,75,74,39,14,6
1586,1,2019-07-06 00:00:00,16,84,18,36,88,10,49,39,100,55,3
1587,2,2019-07-06 00:00:00,76,31,94,8,37,76,75,13,7,11,2
1588,1,2019-07-06 00:00:00,29,18,72,80,18,71,55,18,39,22,6
1589,9,2019-07-06 00:00:00,86,4,95,54,59,67,66,37,45,7,5
1590,10,2019-07-06 00:00:00,49,59,8,78,35,69,67,47,27,100,1
1591,5,2019-07-06 00:00:00,98,23,56,65,8,33,67,14,60,4,3
1592,10,2019-07-06 00:00:00,23,55,64,71,12,1,98,16,68,33,5
1593,1,2019-07-06 00:00:00,92,98,9,85,40,74,2,2,26,5,1
1594,5,2019-07-06 00:00:00,49,96,10,29,19,10,23,54,44,84,5
1595,8,2019-07-06 00:00:00,93,73,31,32,73,77,90,38,94,89,5
1596,8,2019-07-06 00:00:00,86,19,30,92,60,79,74,22,98,32,3
1597,8,2019-07-06 00:00:00,93,100,51,79,15,62,85,29,78,34,1
1598,1,2019-07-06 00:00:00,66,25,16,76,20,78,31,15,14,90,2
1599,8,2019-07-06 00:00:00,18,78,50,7,60,27,40,81,83,18,5
1600,7,2019-07-06 00:00:00,71,34,24,5,81,25,71,33,20,55,6
1601,8,2019-07-06 00:00:00,31,68,68,38,96,69,41,97,27,92,5
1602,1,2019-07-06 00:00:00,23,25,18,28,30,44,65,62,81,20,5
1603,3,2019-07-06 00:00:00,89,96,61,43,61,28,58,77,96,37,3
1604,3,2019-07-06 00:00:00,45,40,12,58,10,97,53,85,96,62,0
1605,6,2019-07-06 00:00:00,85,48,21,27,40,26,63,67,1,17,0
1606,8,2019-07-06 00:00:00,43,53,24,96,69,30,60,28,7,16,4
1607,8,2019-07-06 00:00:00,90,69,44,61,7,21,42,57,34,20,1
1608,5,2019-07-06 00:00:00,92,70,84,77,9,24,11,87,66,31,1
1609,3,2019-07-06 00:00:00,55,75,59,55,66,24,92,30,46,44,2
1610,7,2019-07-06 00:00:00,68,74,18,28,17,10,32,20,2,47,0
1611,7,2019-07-06 00:00:00,84,71,35,28,15,75,47,18,90,65,2
1612,4,2019-07-06 00:00:00,14,56,43,56,14,63,32,91,81,50,0
1613,10,2019-07-06 00:00:00,55,39,81,91,27,82,12,93,41,2,2
1614,4,2019-07-06 00:00:00,75,99,74,22,9,34,20,37,94,56,6
1615,3,2019-07-06 00:00:00,63,14,8,56,84,33,54,91,72,7,0
1616,5,2019-07-06 00:00:00,67,79,3,10,98,83,88,9,7,7,4
1617,8,2019-07-06 00:00:00,2,40,7,28,39,7,41,19,65,11,0
1618,2,2019-07-06 00:00:00,19,59,44,52,75,86,91,97,52,79,3
1619,9,2019-07-06 00:00:00,38,96,37,17,39,63,51,35,43,99,4
1620,7,2019-07-06 00:00:00,42,48,86,58,34,95,15,50,33,50,6
1621,9,2019-07-06 00:00:00,15,58,97,8,92,65,69,2,75,82,2
1622,8,2019-07-06 00:00:00,76,5,62,21,96,94,71,58,2,84,0
1623,9,2019-07-06 00:00:00,46,14,19,33,72,50,20,83,41,49,3
1624,6,2019-07-06 00:00:00,82,79,74,26,21,19,52,67,65,81,0
1625,9,2019-07-06 00:00:00,88,49,75,77,85,52,53,16,65,65,2
1626,6,2019-07-06 00:00:00,27,58,36,18,31,69,57,58,29,44,6
1627,9,2019-07-06 00:00:00,42,43,74,96,40,7,55,35,76,90,4
1628,1,2019-07-06 00:00:00,70,34,47,69,19,22,22,62,52,18,5
1629,2,2019-07-06 00:00:00,70,12,7,28,23,85,56,71,67,33,3
1630,8,2019-07-06 00:00:00,83,42,22,88,36,97,5,53,2,86,3
1631,10,2019-07-06 00:00:00,47,45,91,90,32,50,37,79,61,79,2
1632,9,2019-07-06 00:00:00,56,94,24,32,15,47,26,62,93,48,0
1633,5,2019-07-06 00:00:00,43,67,71,77,63,7,92,55,29,46,3
1634,1,2019-07-06 00:00:00,23,96,78,8,29,41,63,59,92,3,5
1635,1,2019-07-06 00:00:00,73,19,4,88,88,23,56,72,66,85,2
1636,6,2019-07-06 00:00:00,3,96,2,25,36,90,24,81,4,55,5
1637,4,2019-07-06 00:00:00,51,3,44,68,26,97,3,57,17,99,2
1638,10,2019-07-06 00:00:00,81,37,12,50,1,30,38,7,42,50,3
1639,4,2019-07-06 00:00:00,77,41,42,16,56,21,9,72,70,56,6
1640,5,2019-07-06 00:00:00,83,70,69,53,56,65,89,12,11,72,0
1641,8,2019-07-06 00:00:00,90,51,73,21,57,7,68,74,21,100,5
1642,10,2019-07-06 00:00:00,77,74,51,48,49,82,61,84,75,52,4
1643,3,2019-07-06 00:00:00,8,94,47,51,37,16,32,25,58,63,6
1644,5,2019-07-06 00:00:00,42,95,63,46,15,45,9,24,85,71,6
1645,3,2019-07-06 00:00:00,93,7,46,78,38,10,94,95,16,50,6
1646,9,2019-07-06 00:00:00,37,83,42,55,74,33,23,94,10,83,2
1647,2,2019-07-06 00:00:00,82,25,56,86,67,92,26,79,32,99,3
1648,9,2019-07-06 00:00:00,93,99,22,13,59,83,49,51,97,33,3
1649,1,2019-07-06 00:00:00,11,55,10,40,25,19,86,34,7,76,5
1650,2,2019-07-06 00:00:00,60,8,27,45,59,13,71,69,44,84,6
1651,6,2019-07-06 00:00:00,85,54,86,16,88,70,90,38,64,14,6
1652,8,2019-07-06 00:00:00,63,96,99,2,17,68,51,48,56,96,1
1653,9,2019-07-06 00:00:00,39,49,52,78,96,54,43,49,19,86,2
1654,3,2019-07-06 00:00:00,24,6,63,15,78,22,53,41,9,13,6
1655,10,2019-07-06 00:00:00,24,20,97,76,59,12,95,83,17,35,3
1656,4,2019-07-06 00:00:00,47,29,96,95,64,87,86,65,3,36,6
1657,2,2019-07-06 00:00:00,5,2,57,8,25,73,34,6,43,44,6
1658,2,2019-07-06 00:00:00,52,80,75,99,55,67,94,9,86,69,0
1659,2,2019-07-06 00:00:00,58,25,20,35,55,99,89,93,78,87,1
1660,2,2019-07-06 00:00:00,88,14,44,35,38,69,47,49,35,50,6
1661,4,2019-07-06 00:00:00,83,31,44,57,87,27,26,40,99,25,6
1662,2,2019-07-06 00:00:00,74,93,63,47,6,58,91,100,100,52,5
1663,10,2019-07-06 00:00:00,47,72,80,14,87,83,20,84,79,92,3
1664,5,2019-07-06 00:00:00,85,95,24,19,76,69,46,64,30,91,2
1665,3,2019-07-06 00:00:00,57,81,1,15,98,87,14,29,15,70,2
1666,4,2019-07-06 00:00:00,95,14,47,53,55,15,19,27,84,91,3
1667,8,2019-07-06 00:00:00,76,97,71,88,14,76,3,11,100,19,3
1668,10,2019-07-06 00:00:00,81,85,5,58,68,84,17,34,32,23,4
1669,1,2019-07-06 00:00:00,70,25,84,8,63,55,35,19,46,25,0
1670,1,2019-07-06 00:00:00,63,6,60,10,22,67,29,80,32,76,4
1671,2,2019-07-06 00:00:00,77,46,58,89,80,76,34,41,17,47,5
1672,10,2019-07-06 00:00:00,21,43,84,10,74,96,6,17,90,44,0
1673,7,2019-07-06 00:00:00,47,10,97,23,10,87,5,79,79,70,6
1674,1,2019-07-06 00:00:00,89,22,42,18,28,39,28,43,11,86,0
1675,5,2019-07-06 00:00:00,19,84,12,51,100,91,35,37,7,2,5
1676,7,2019-07-06 00:00:00,77,61,31,40,1,30,54,55,69,56,2
1677,4,2019-07-06 00:00:00,88,48,50,8,99,50,42,65,21,92,0
1678,5,2019-07-06 00:00:00,26,19,11,4,8,38,52,47,56,13,4
1679,2,2019-07-06 00:00:00,32,94,77,65,57,81,99,82,29,20,2
1680,6,2019-07-06 00:00:00,15,61,33,9,9,8,82,51,52,9,6
1681,5,2019-07-06 00:00:00,58,60,53,68,64,22,19,29,24,33,6
1682,10,2019-07-06 00:00:00,29,26,18,91,85,89,51,91,92,56,6
1683,2,2019-07-06 00:00:00,84,48,94,6,27,83,84,99,62,6,6
1684,5,2019-07-06 00:00:00,1,96,29,76,68,44,67,81,91,10,4
1685,9,2019-07-06 00:00:00,60,44,12,54,65,87,21,50,71,15,1
1686,7,2019-07-06 00:00:00,41,37,91,73,17,9,54,61,18,93,5
1687,1,2019-07-06 00:00:00,54,70,91,90,51,88,8,53,20,100,0
1688,10,2019-07-06 00:00:00,55,60,90,28,23,70,24,77,42,62,5
1689,4,2019-07-06 00:00:00,84,22,80,26,97,78,46,62,3,11,5
1690,9,2019-07-06 00:00:00,93,53,4,98,5,67,58,84,47,94,1
1691,4,2019-07-06 00:00:00,90,51,20,33,63,28,92,20,4,23,2
1692,4,2019-07-06 00:00:00,100,4,67,35,86,39,88,1,49,76,3
1693,6,2019-07-06 00:00:00,27,97,63,48,82,62,49,17,68,60,4
1694,8,2019-07-06 00:00:00,9,88,17,99,26,3,21,53,75,99,3
1695,1,2019-07-06 00:00:00,45,92,59,59,95,80,90,54,52,71,5
1696,4,2019-07-06 00:00:00,28,7,67,87,76,61,4,96,20,94,5
1697,2,2019-07-06 00:00:00,11,60,28,82,92,20,47,70,41,64,4
1698,3,2019-07-06 00:00:00,9,88,6,44,10,67,47,10,36,9,1
1699,3,2019-07-06 00:00:00,21,75,12,68,37,35,37,48,71,13,1
1700,1,2019-07-06 00:00:00,30,92,92,98,89,90,78,62,51,10,2
1701,6,2019-07-06 00:00:00,23,21,9,62,66,86,93,25,62,83,6
1702,3,2019-07-06 00:00:00,46,54,27,97,75,46,73,82,79,79,0
1703,2,2019-07-06 00:00:00,93,69,54,99,17,59,26,54,87,92,5
1704,9,2019-07-06 00:00:00,79,36,23,75,7,93,35,99,35,74,6
1705,5,2019-07-06 00:00:00,29,92,97,29,14,6,96,51,88,64,2
1706,1,2019-07-06 00:00:00,90,51,7,18,3,16,66,6,87,53,4
1707,2,2019-07-06 00:00:00,80,43,59,82,9,4,41,80,89,46,2
1708,1,2019-07-06 00:00:00,32,82,86,36,71,24,30,58,45,46,0
1709,8,2019-07-06 00:00:00,52,74,82,63,90,38,97,58,90,51,2
1710,6,2019-07-06 00:00:00,68,23,25,56,22,55,53,86,12,78,4
1711,3,2019-07-06 00:00:00,62,33,71,39,86,60,58,64,15,12,6
1712,10,2019-07-06 00:00:00,32,59,13,77,69,26,69,73,29,96,5
1713,9,2019-07-06 00:00:00,91,66,41,12,13,53,52,80,36,54,1
1714,10,2019-07-06 00:00:00,15,17,88,82,49,96,31,56,36,61,1
1715,5,2019-07-06 00:00:00,27,81,28,16,76,88,47,18,75,69,0
1716,10,2019-07-06 00:00:00,47,82,75,73,18,89,55,22,68,17,6
1717,9,2019-07-06 00:00:00,8,83,27,35,41,74,76,37,14,15,6
1718,4,2019-07-06 00:00:00,61,99,11,34,20,42,17,6,61,42,5
1719,7,2019-07-06 00:00:00,46,38,82,52,75,26,23,48,28,30,6
1720,7,2019-07-06 00:00:00,44,82,65,18,3,12,86,93,67,70,3
1721,2,2019-07-06 00:00:00,71,17,46,39,28,35,80,89,12,27,2
1722,7,2019-07-06 00:00:00,62,74,8,94,11,66,36,52,68,78,5
1723,5,2019-07-06 00:00:00,75,5,52,46,30,80,85,20,61,97,5
1724,3,2019-07-06 00:00:00,38,22,72,72,81,26,53,17,63,50,0
1725,4,2019-07-06 00:00:00,36,4,34,64,69,82,9,5,57,31,3
1726,8,2019-07-06 00:00:00,10,34,66,27,27,69,60,24,48,54,0
1727,5,2019-07-06 00:00:00,98,5,24,51,29,8,89,15,18,84,2
1728,7,2019-07-06 00:00:00,93,70,18,58,72,86,99,98,55,7,2
1729,8,2019-07-06 00:00:00,11,10,30,61,83,31,68,45,97,7,6
1730,10,2019-07-06 00:00:00,74,29,59,57,1,46,26,100,10,3,1
1731,5,2019-07-06 00:00:00,97,36,99,79,33,12,45,68,32,79,6
1732,2,2019-07-06 00:00:00,48,73,82,38,26,62,8,87,66,4,5
1733,8,2019-07-06 00:00:00,49,16,82,12,97,39,2,71,95,87,6
1734,5,2019-07-06 00:00:00,91,57,43,74,60,95,22,52,3,71,6
1735,5,2019-07-06 00:00:00,43,100,16,17,74,20,19,8,84,65,5
1736,7,2019-07-06 00:00:00,3,43,75,87,82,1,36,65,45,41,6
1737,8,2019-07-06 00:00:00,37,39,1,39,4,9,70,71,23,5,4
1738,5,2019-07-06 00:00:00,85,86,44,76,85,62,68,55,56,20,5
1739,10,2019-07-06 00:00:00,61,16,2,10,23,57,53,44,65,27,0
1740,5,2019-07-06 00:00:00,29,8,68,35,31,73,12,72,40,91,1
1741,4,2019-07-06 00:00:00,62,81,63,84,1,29,35,74,7,25,5
1742,2,2019-07-06 00:00:00,3,68,48,22,42,44,70,43,66,20,3
1743,7,2019-07-06 00:00:00,84,43,50,3,15,72,13,33,51,76,0
1744,1,2019-07-06 00:00:00,81,4,12,8,52,26,50,6,17,32,2
1745,8,2019-07-06 00:00:00,76,81,100,98,26,95,42,43,85,90,3
1746,3,2019-07-06 00:00:00,82,98,16,47,57,5,14,99,5,31,5
1747,4,2019-07-06 00:00:00,40,32,9,71,34,21,87,27,67,56,5
1748,7,2019-07-06 00:00:00,4,16,43,37,33,59,31,7,84,65,3
1749,1,2019-07-06 00:00:00,19,38,61,26,3,1,100,43,73,39,3
1750,6,2019-07-06 00:00:00,33,50,50,47,29,73,43,15,41,97,2
1751,8,2019-07-06 00:00:00,76,62,43,49,48,96,59,3,20,15,4
1752,9,2019-07-06 00:00:00,54,76,3,17,92,43,93,4,45,48,2
1753,6,2019-07-06 00:00:00,69,5,46,100,70,36,80,24,10,85,6
1754,2,2019-07-06 00:00:00,24,24,68,9,59,4,39,95,95,4,1
1755,10,2019-07-06 00:00:00,3,6,75,92,67,13,82,98,38,17,5
1756,8,2019-07-06 00:00:00,31,66,63,36,90,87,71,35,75,77,6
1757,6,2019-07-06 00:00:00,17,54,4,1,33,62,19,2,12,16,1
1758,1,2019-07-06 00:00:00,42,19,63,20,18,54,65,91,9,9,4
1759,8,2019-07-06 00:00:00,94,56,8,35,12,37,14,18,95,88,1
1760,1,2019-07-06 00:00:00,100,88,28,38,44,53,38,62,82,57,5
1761,6,2019-07-06 00:00:00,67,72,32,9,45,15,13,77,62,38,0
1762,5,2019-07-06 00:00:00,13,14,33,64,15,14,41,32,50,60,5
1763,9,2019-07-06 00:00:00,51,30,28,12,79,70,12,80,93,60,5
1764,9,2019-07-06 00:00:00,38,27,77,38,44,36,36,80,43,59,6
1765,6,2019-07-06 00:00:00,28,75,8,9,47,99,81,45,48,99,4
